"time","P_vent","P_technique","P_room_heating","P_room_cooling","P_pump","P_lightnig","P_heating","P_all_power","E_lighting","Q_rate_equipment","Q_rate_people","P_condition_all","T_amb","T_rate","T_rate_room","T_room","der(T_amb)","der(T_room)","n_rate_equipment","n_rate_humidity","n_rate_people","temp_val"
110497,0.1202724883698592,0.03006812209246479,0.7852690109664451,0,0.112755457846743,0.8118392964965493,4.510218313869718,6.370422689641779,0.9020436627739435,3.006812209246479,12.02724883698592,0.7852690109664451,-10.22136697946245,2.505676841038732e-06,2.50567823829746e-06,-10.03577327836451,2.505676841038732e-06,2.50567823829746e-06,0.3006812209246479,0.001503406104623239,0.6013624418492958,0.003006812209246479
110557,0.1202724883698592,0.03006812209246479,0.7852690109664451,0,0.112755457846743,0.8118392964965493,4.510218313869718,6.370422689641779,0.9020436627739435,3.006812209246479,12.02724883698592,0.7852690109664451,-10.22121543612711,2.505676841038732e-06,2.505677414974108e-06,-10.03562173499739,2.505676841038732e-06,2.505677414974108e-06,0.3006812209246479,0.001503406104623239,0.6013624418492958,0.003006812209246479
110618,0.1202724883698592,0.03006812209246479,0.7852690109664451,0,0.112755457846743,0.8118392964965493,4.510218313869718,6.370422689641779,0.9020436627739435,3.006812209246479,12.02724883698592,0.7852690109664451,-10.22106389279176,2.505676841038732e-06,2.505677352052264e-06,-10.03547019165962,2.505676841038732e-06,2.505677352052264e-06,0.3006812209246479,0.001503406104623239,0.6013624418492958,0.003006812209246479
110678,0.1202724883698592,0.03006812209246479,0.7852690109664451,0,0.112755457846743,0.8118392964965493,4.510218313869718,6.370422689641779,0.9020436627739435,3.006812209246479,12.02724883698592,0.7852690109664451,-10.22091234945641,2.505676841038732e-06,2.505677336908675e-06,-10.03531864832368,2.505676841038732e-06,2.505677336908675e-06,0.3006812209246479,0.001503406104623239,0.6013624418492958,0.003006812209246479
110739,0.1202724883698592,0.03006812209246479,0.7852690109664451,0,0.112755457846743,0.8118392964965493,4.510218313869718,6.370422689641779,0.9020436627739435,3.006812209246479,12.02724883698592,0.7852690109664451,-10.22076080612107,2.505676841038732e-06,2.505677321719057e-06,-10.03516710498775,2.505676841038732e-06,2.505677321719057e-06,0.3006812209246479,0.001503406104623239,0.6013624418492958,0.003006812209246479
110799,0.1202724883698592,0.03006812209246479,0.7852690109664451,0,0.112755457846743,0.8118392964965493,4.510218313869718,6.370422689641779,0.9020436627739435,3.006812209246479,12.02724883698592,0.7852690109664451,-10.22060926278572,2.505676841038732e-06,2.505677306529438e-06,-10.03501556165182,2.505676841038732e-06,2.505677306529438e-06,0.3006812209246479,0.001503406104623239,0.6013624418492958,0.003006812209246479
110860,0.1202724883698592,0.03006812209246479,0.7852690109664451,0,0.112755457846743,0.8118392964965493,4.510218313869718,6.370422689641779,0.9020436627739435,3.006812209246479,12.02724883698592,0.7852690109664451,-10.22045771945038,2.505676841038732e-06,2.505677291385849e-06,-10.03486401831589,2.505676841038732e-06,2.505677291385849e-06,0.3006812209246479,0.001503406104623239,0.6013624418492958,0.003006812209246479
110920,0.1202724883698592,0.03006812209246479,0.7852690109664451,0,0.112755457846743,0.8118392964965493,4.510218313869718,6.370422689641779,0.9020436627739435,3.006812209246479,12.02724883698592,0.7852690109664451,-10.22030617611503,2.505676841038732e-06,2.505677276150201e-06,-10.03471247497996,2.505676841038732e-06,2.505677276150201e-06,0.3006812209246479,0.001503406104623239,0.6013624418492958,0.003006812209246479
110981,0.1202724883698592,0.03006812209246479,0.7852690109664451,0,0.112755457846743,0.8118392964965493,4.510218313869718,6.370422689641779,0.9020436627739435,3.006812209246479,12.02724883698592,0.7852690109664451,-10.22015463277968,2.505676841038732e-06,2.505677261006612e-06,-10.03456093164402,2.505676841038732e-06,2.505677261006612e-06,0.3006812209246479,0.001503406104623239,0.6013624418492958,0.003006812209246479
111041,0.1202724883698592,0.03006812209246479,0.7852690109664451,0,0.112755457846743,0.8118392964965493,4.510218313869718,6.370422689641779,0.9020436627739435,3.006812209246479,12.02724883698592,0.7852690109664451,-10.22000308944434,2.505676841038732e-06,2.505677245816993e-06,-10.03440938830809,2.505676841038732e-06,2.505677245816993e-06,0.3006812209246479,0.001503406104623239,0.6013624418492958,0.003006812209246479
111102,0.1202724883698592,0.03006812209246479,0.7852690109664451,0,0.112755457846743,0.8118392964965493,4.510218313869718,6.370422689641779,0.9020436627739435,3.006812209246479,12.02724883698592,0.7852690109664451,-10.21985154610899,2.505676841038732e-06,2.505677230627375e-06,-10.03425784497216,2.505676841038732e-06,2.505677230627375e-06,0.3006812209246479,0.001503406104623239,0.6013624418492958,0.003006812209246479
111162,0.1202724883698592,0.03006812209246479,0.7852690109664451,0,0.112755457846743,0.8118392964965493,4.510218313869718,6.370422689641779,0.9020436627739435,3.006812209246479,12.02724883698592,0.7852690109664451,-10.21970000277365,2.505676841038732e-06,2.505677215483785e-06,-10.03410630163623,2.505676841038732e-06,2.505677215483785e-06,0.3006812209246479,0.001503406104623239,0.6013624418492958,0.003006812209246479
111223,0.1202724883698592,0.03006812209246479,0.7852690109664451,0,0.112755457846743,0.8118392964965493,4.510218313869718,6.370422689641779,0.9020436627739435,3.006812209246479,12.02724883698592,0.7852690109664451,-10.2195484594383,2.505676841038732e-06,2.505677200294167e-06,-10.0339547583003,2.505676841038732e-06,2.505677200294167e-06,0.3006812209246479,0.001503406104623239,0.6013624418492958,0.003006812209246479
111283,0.1202724883698592,0.03006812209246479,0.7852690109664451,0,0.112755457846743,0.8118392964965493,4.510218313869718,6.370422689641779,0.9020436627739435,3.006812209246479,12.02724883698592,0.7852690109664451,-10.21939691610295,2.505676841038732e-06,2.505677185058519e-06,-10.03380321496437,2.505676841038732e-06,2.505677185058519e-06,0.3006812209246479,0.001503406104623239,0.6013624418492958,0.003006812209246479
111344,0.1202724883698592,0.03006812209246479,0.7852690109664451,0,0.112755457846743,0.8118392964965493,4.510218313869718,6.370422689641779,0.9020436627739435,3.006812209246479,12.02724883698592,0.7852690109664451,-10.21924537276761,2.505676841038732e-06,2.50567716991493e-06,-10.03365167162843,2.505676841038732e-06,2.50567716991493e-06,0.3006812209246479,0.001503406104623239,0.6013624418492958,0.003006812209246479
111404,0.1202724883698592,0.03006812209246479,0.7852690109664451,0,0.112755457846743,0.8118392964965493,4.510218313869718,6.370422689641779,0.9020436627739435,3.006812209246479,12.02724883698592,0.7852690109664451,-10.21909382943226,2.505676841038732e-06,2.505677154725311e-06,-10.0335001282925,2.505676841038732e-06,2.505677154725311e-06,0.3006812209246479,0.001503406104623239,0.6013624418492958,0.003006812209246479
111465,0.1202724883698592,0.03006812209246479,0.7852690109664451,0,0.112755457846743,0.8118392964965493,4.510218313869718,6.370422689641779,0.9020436627739435,3.006812209246479,12.02724883698592,0.7852690109664451,-10.21894228609692,2.505676841038732e-06,2.505677139535693e-06,-10.03334858495657,2.505676841038732e-06,2.505677139535693e-06,0.3006812209246479,0.001503406104623239,0.6013624418492958,0.003006812209246479
111525,0.1202724883698592,0.03006812209246479,0.7852690109664451,0,0.112755457846743,0.8118392964965493,4.510218313869718,6.370422689641779,0.9020436627739435,3.006812209246479,12.02724883698592,0.7852690109664451,-10.21879074276157,2.505676841038732e-06,2.505677124392103e-06,-10.03319704162064,2.505676841038732e-06,2.505677124392103e-06,0.3006812209246479,0.001503406104623239,0.6013624418492958,0.003006812209246479
111586,0.1202724883698592,0.03006812209246479,0.7852690109664451,0,0.112755457846743,0.8118392964965493,4.510218313869718,6.370422689641779,0.9020436627739435,3.006812209246479,12.02724883698592,0.7852690109664451,-10.21863919942622,2.505676841038732e-06,2.505677109202485e-06,-10.03304549828471,2.505676841038732e-06,2.505677109202485e-06,0.3006812209246479,0.001503406104623239,0.6013624418492958,0.003006812209246479
111600,0.1202724883698592,0.03006812209246479,0.7852690109664451,0,0.112755457846743,0.8118392964965493,4.510218313869718,6.370422689641779,0.9020436627739435,3.006812209246479,12.02724883698592,0.7852690109664451,-10.21860311767971,2.505676841038732e-06,2.505677105566183e-06,-10.03300941653806,2.505676841038732e-06,2.505677105566183e-06,0.3006812209246479,0.001503406104623239,0.6013624418492958,0.003006812209246479
111600,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-10.21860311767971,0.0006051951579194245,0.04455955872340139,-10.03300941653806,0.0006051951579194245,0.04455955872340139,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
111646,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-10.19071572480276,0.0006051951579194245,0.01392303175251697,-8.822797174800728,0.0006051951579194245,0.01392303175251697,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
111707,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-10.15411352165178,0.0006051951579194245,0.003383906105376232,-8.379469034675296,0.0006051951579194245,0.003383906105376232,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
111767,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-10.1175113185008,0.0006051951579194245,0.001184882882016434,-8.258002127288417,0.0006051951579194245,0.001184882882016434,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
111828,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-10.08090911534982,0.0006051951579194245,0.0007262039846750327,-8.203698588131232,0.0006051951579194245,0.0007262039846750327,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
111888,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-10.04430691219885,0.0006051951579194245,0.0006305059594933106,-8.16340320679245,0.0006051951579194245,0.0006305059594933106,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
111948,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-10.00770470904789,0.0006051951579194245,0.0006104855350876665,-8.126028375422825,0.0006051951579194245,0.0006104855350876665,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
112009,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-9.971102505896907,0.0006051951579194245,0.0006062173526934942,-8.08926145457689,0.0006051951579194245,0.0006062173526934942,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
112069,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-9.934500302745949,0.0006051951579194245,0.0006054846287274209,-8.052630974142634,0.0006051951579194245,0.0006054846287274209,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
112130,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-9.897898099594986,0.0006051951579194245,0.0006052928064095764,-8.016021368184781,0.0006051951579194245,0.0006052928064095764,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
112190,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-9.86129589644402,0.0006051951579194245,0.0006052304033013355,-7.979416756773061,0.0006051951579194245,0.0006052304033013355,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
112251,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-9.824693693293044,0.0006051951579194245,0.0006052128545454469,-7.942813876380498,0.0006051951579194245,0.0006052128545454469,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
112311,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-9.788091490142083,0.0006051951579194245,0.0006052024396279465,-7.906211271297041,0.0006051951579194245,0.0006052024396279465,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
112372,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-9.75148928699112,0.0006051951579194245,0.0006052005438046814,-7.869608994982467,0.0006051951579194245,0.0006052005438046814,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
112432,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-9.714887083840146,0.0006051951579194245,0.0006051986479814688,-7.833006718667884,0.0006051951579194245,0.0006051986479814688,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
112493,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-9.678284880689182,0.0006051951579194245,0.0006051967521582563,-7.796404442353309,0.0006051951579194245,0.0006051967521582563,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
112553,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-9.641682677538217,0.0006051951579194245,0.0006051962360683925,-7.759802219285405,0.0006051951579194245,0.0006051962360683925,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
112614,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-9.605080474387252,0.0006051951579194245,0.0006051960710268618,-7.723200009765157,0.0006051951579194245,0.0006051960710268618,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
112674,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-9.568478271236279,0.0006051951579194245,0.0006051959059853311,-7.6865978002449,0.0006051951579194245,0.0006051959059853311,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
112735,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-9.531876068085314,0.0006051951579194245,0.0006051957409437689,-7.649995590724652,0.0006051951579194245,0.0006051957409437689,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
112795,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-9.495273864934351,0.0006051951579194245,0.0006051955759021856,-7.613393381204404,0.0006051951579194245,0.0006051955759021856,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
112856,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-9.458671661783386,0.0006051951579194245,0.000605195410860655,-7.576791171684157,0.0006051951579194245,0.000605195410860655,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
112916,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-9.422069458632409,0.0006051951579194245,0.000605195262439255,-7.540188962805301,0.0006051951579194245,0.000605195262439255,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
112977,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-9.385467255481444,0.0006051951579194245,0.0006051952549284555,-7.503586759364479,0.0006051951579194245,0.0006051952549284555,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
113037,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-9.348865052330481,0.0006051951579194245,0.0006051952474176245,-7.466984555923658,0.0006051951579194245,0.0006051952474176245,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
113098,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-9.312262849179508,0.0006051951579194245,0.0006051952399068355,-7.430382352482829,0.0006051951579194245,0.0006051952399068355,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
113158,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-9.275660646028543,0.0006051951579194245,0.0006051952323960361,-7.393780149042007,0.0006051951579194245,0.0006051952323960361,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
113219,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-9.239058442877578,0.0006051951579194245,0.0006051952248852471,-7.357177945601186,0.0006051951579194245,0.0006051952248852471,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
113279,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-9.202456239726615,0.0006051951579194245,0.0006051952173743951,-7.320575742160364,0.0006051951579194245,0.0006051952173743951,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
113340,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-9.165854036575642,0.0006051951579194245,0.0006051952098636166,-7.283973538719534,0.0006051951579194245,0.0006051952098636166,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
113400,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-9.129251833424677,0.0006051951579194245,0.0006051952023528276,-7.247371335278713,0.0006051951579194245,0.0006051952023528276,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
113460,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-9.092649630273712,0.0006051951579194245,0.0006051951948420281,-7.210769131837892,0.0006051951579194245,0.0006051951948420281,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
113521,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-9.05604742712274,0.0006051951579194245,0.0006051951873311971,-7.174166928397062,0.0006051951579194245,0.0006051951873311971,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
113581,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-9.019445223971776,0.0006051951579194245,0.0006051951798204186,-7.137564724956241,0.0006051951579194245,0.0006051951798204186,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
113642,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-8.982843020820811,0.0006051951579194245,0.0006051951723096086,-7.100962521515419,0.0006051951579194245,0.0006051951723096086,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
113702,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-8.946240817669846,0.0006051951579194245,0.0006051951647988197,-7.064360318074598,0.0006051951579194245,0.0006051951647988197,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
113763,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-8.909638614518874,0.0006051951579194245,0.000605195162585791,-7.027758114838221,0.0006051951579194245,0.000605195162585791,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
113823,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-8.873036411367911,0.0006051951579194245,0.0006051951624108592,-6.991155911680507,0.0006051951579194245,0.0006051951624108592,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
113884,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-8.836434208216946,0.0006051951579194245,0.0006051951622359905,-6.954553708522794,0.0006051951579194245,0.0006051951622359905,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
113944,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-8.799832005065973,0.0006051951579194245,0.0006051951620611218,-6.917951505365072,0.0006051951579194245,0.0006051951620611218,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
114005,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-8.763229801915008,0.0006051951579194245,0.0006051951618862426,-6.881349302207358,0.0006051951579194245,0.0006051951618862426,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
114065,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-8.726627598764045,0.0006051951579194245,0.0006051951617113318,-6.844747099049645,0.0006051951579194245,0.0006051951617113318,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
114126,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-8.69002539561308,0.0006051951579194245,0.0006051951615364631,-6.808144895891932,0.0006051951579194245,0.0006051951615364631,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
114186,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-8.653423192462107,0.0006051951579194245,0.0006051951613615944,-6.77154269273421,0.0006051951579194245,0.0006051951613615944,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
114247,29.04936758013237,7.262341895033093,203.5889299005291,0,27.2337821063741,228.7637696935424,1089.351284254964,1585.249475430575,254.1819663261582,726.2341895033093,2904.936758013237,203.5889299005291,-8.616820989311142,0.0006051951579194245,0.0006051951611867152,-6.734940489576496,0.0006051951579194245,0.0006051951611867152,72.62341895033093,0.3631170947516547,145.2468379006619,0.7262341895033093
